"eventid","iyear","imonth","iday","provstate","city","latitude","longitude","summary","attacktype1_txt","targtype1_txt","nkill","date"
201605120013,2016,5,12,"Kirkuk","Kirkuk",35.466463,44.317369,"05/12/2016: An explosive device detonated in Ar Riyad subdistrict, Kirkuk city, Kirkuk, Iraq. Three people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",0,"5/12/2016"
201605120014,2016,5,12,"Kirkuk","Mahus",35.49306,43.837783,"05/12/2016: Assailants executed a civilian in Mahus area, Kirkuk, Iraq. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL), noting the victim was accused of cooperating with security forces.","Unknown","Private Citizens & Property",1,"5/12/2016"
201605120018,2016,5,12,"Al Anbar","Fallujah",33.344604,43.783539,"05/12/2016: Assailants raided Fallujah, Al Anbar, Iraq. Eight soldiers were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).","Unknown","Private Citizens & Property",8,"5/12/2016"
201605120022,2016,5,12,"Saladin","Balad",34.008213,44.147578,"05/12/2016: Three suicide bombers detonated explosives in a market in Balad, Saladin, Iraq. In addition to the assailants, at least foursecurity force members were killed and two members were injured in the blasts. This was one of two coordinated attacks in the district on the same day. The assailants had fled the site of another attack and were later identified in the market by security forces. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents.","Bombing/Explosion","Police",7,"5/12/2016"
201605120040,2016,5,12,"Nineveh","Mosul",36.354073,43.163544,"05/12/2016: Security forces repelled an attack by a suicide bomber equipped with an explosives-laden vehicle in Kabrouk, Mosul, Nineveh, Iraq. This was one of four coordinated assaults on security members in the area on the same day. Forty assailants were killed across the four events. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Military",1,"5/12/2016"
201605120041,2016,5,12,"Arbil","Mahanah",35.771197,43.36369,"05/12/2016: Security forces repelled an attack by a suicide bomber equipped with an explosives-laden vehicle in Mahanah, Arbil, Iraq. This was one of four coordinated assaults on security members in the area on the same day. Forty assailants were killed across the four events. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Military",1,"5/12/2016"
201605120042,2016,5,12,"Nineveh","Mosul",36.354809,43.164,"05/12/2016: Security forces repelled an attack by a suicide bomber equipped with an explosives-laden vehicle in Nasr, Mosul, Nineveh, Iraq. This was one of four coordinated assaults on security members in the area on the same day. Forty assailants were killed across the four events. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Military",1,"5/12/2016"
201605120043,2016,5,12,"Nineveh","Mosul",36.340365,43.136026,"05/12/2016: Security forces repelled an attack by a suicide bomber equipped with an explosives-laden vehicle in Khurbadan, Mosul, Nineveh, Iraq. This was one of four coordinated assaults on security members in the area on the same day. Forty assailants were killed across the four events. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Military",1,"5/12/2016"
201605130001,2016,5,13,"Baghdad","Baghdad",33.232545,44.382511,"05/13/2016: An explosive device detonated near a market in Boaitha area, Baghdad city, Baghdad governorate, Iraq. At least one person was killed and eight people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",1,"5/13/2016"
201605130002,2016,5,13,"Babil","Latifiyah",32.98499,44.35676,"05/13/2016: An explosive device detonated targeting a military patrol in Latifiyah, Babil, Iraq. At least one soldier was killed and four soldiers were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Military",1,"5/13/2016"
201605130005,2016,5,13,"Al Anbar","Rawah",34.478882,41.914685,"05/13/2016: Suicide bombers equipped with six explosives-laden vehicles attacked joint security forces in Rawah, Al Anbar, Iraq. It is unknown if the assault resulted in the casualties. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Military",NA,"5/13/2016"
201605130009,2016,5,13,"Saladin","Dujail",33.834713,44.252583,"05/13/2016: Assailants kidnapped a lieutenant colonel police officer in Dujail, Saladin, Iraq. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident.","Hostage Taking (Kidnapping)","Police",NA,"5/13/2016"
201605140001,2016,5,14,"Saladin","Dawr district",34.433296,44.172177,"05/14/2016: Assailants kidnapped a police officer and his family from their house in Julam area, Dawr district, Saladin, Iraq. This was one of two similar abductions of two officers and seven of their relatives that occurred in the area on the same night. The two officers were killed and the family members were released early the next day. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).","Hostage Taking (Kidnapping)","Police",1,"5/14/2016"
201605140002,2016,5,14,"Saladin","Dawr district",34.433296,44.172177,"05/14/2016: Assailants kidnapped a police officer and his family from their house in Julam area, Dawr district, Saladin, Iraq. This was one of two similar abductions of two officers and seven of their relatives that occurred in the area on the same night. The two officers were killed and the family members were released early the next day. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).","Hostage Taking (Kidnapping)","Police",1,"5/14/2016"
201605140003,2016,5,14,"Nineveh","Mosul",36.356648,43.164,"05/14/2016: Assailants kidnapped 18 women in Mosul, Nineveh, Iraq. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL), noting the victims were kidnapped in order to become fighters' spouses.","Hostage Taking (Kidnapping)","Private Citizens & Property",NA,"5/14/2016"
201605140004,2016,5,14,"Nineveh","Mosul",36.357476,43.164087,"05/14/2016: Assailants attacked Kanunah neighborhood, Mosul, Nineveh, Iraq. At least one volunteer fighter was killed and five other fighters were injured in the ensuing clash. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.","Unknown","Private Citizens & Property",1,"5/14/2016"
201605140006,2016,5,14,"Baghdad","Baghdad",33.271304,44.493066,"05/14/2016: An explosive device detonated near a night club in Karada neighborhood, Baghdad city, Baghdad governorate, Iraq. There were no reported casualties resulting from the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Business",0,"5/14/2016"
201605140010,2016,5,14,"Diyala","Madain",33.10025,44.583254,"05/14/2016: An explosive device detonated near a market in Madain, Diyala, Iraq. At least two people were killed and seven people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",2,"5/14/2016"
201605140011,2016,5,14,"Baghdad","Baghdad",33.312923,44.361251,"05/14/2016: Assailants shot and killed a Road Traffic Department commissioner in Baghdad city, Baghdad governorate, Iraq. No group claimed responsibility for the incident.","Armed Assault","Government (General)",1,"5/14/2016"
201605140012,2016,5,14,"Diyala","Husseiniyah",33.546345,44.412182,"05/14/2016: An explosive device planted on a bus detonated in Husseiniyah, Diyala, Iraq. One person was killed and five people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Transportation",1,"5/14/2016"
201605140013,2016,5,14,"Kirkuk","Kirkuk",35.465576,44.380392,"05/14/2016: Assailants fired three rockets at the North Gas Company headquarters in Kirkuk city, Kirkuk, Iraq. There were no reported casualties resulting from the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Business",0,"5/14/2016"
201605140021,2016,5,14,"Al Anbar","Amiriyat al-Fallujah",33.164486,43.864934,"05/14/2016: Assailants and suicide bombers raided Amiriyat al-Fallujah, Al Anbar, Iraq. At least four people and nine assailants were killed and seven people were injured in the ensuing clash; the victims included security force members and civilians. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",13,"5/14/2016"
201605140022,2016,5,14,"Al Anbar","Qarbat Albu Hayyat",34.006082,42.422079,"05/14/2016: A suicide bomber detonated an explosives-laden vehicle at a joint checkpoint in Qarbat Albu Hayyat, Al Anbar, Iraq. In addition to the assailant, two police officers were killed and six other officers were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.","Bombing/Explosion","Police",3,"5/14/2016"
201605140023,2016,5,14,"Al Anbar","Barwana",34.091304,42.384122,"05/14/2016: Security members identified and killed a suicide bomber targeting security forces with an explosives-laden vehicle in Barwana, Al Anbar, Iraq. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Military",1,"5/14/2016"
201605140024,2016,5,14,"Al Anbar","Fallujah",33.349913,43.78483,"05/14/2016: A suicide bomber detonated an explosives-laden vehicle targeting military forces in Fallujah, Al Anbar, Iraq. In addition to the assailant, nine soldiers were killed in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Military",10,"5/14/2016"
201605140026,2016,5,14,"Baghdad","Baghdad",33.313294,44.359513,"05/14/2016: An explosive device detonated in Albu Dshir area, Baghdad city, Baghdad governorate, Iraq. Two civilians were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",0,"5/14/2016"
201605140027,2016,5,14,"Al Anbar","Amiriyat al-Fallujah",33.16778,43.870395,"05/14/2016: Suicide bombers attacked an unknown number of military checkpoints along the main road between Ameriyat al Fallujah and Babil, Iraq. Five assailants were killed in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Military",5,"5/14/2016"
201605140028,2016,5,14,"Saladin","Tikrit",34.617534,43.659508,"05/14/2016: Assailants attacked security forces in Fat'ha area, Tikrit, Saladin, Iraq. It is unknown if the assault resulted in casualties. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).","Unknown","Military",NA,"5/14/2016"
201605150001,2016,5,15,"Saladin","Taji",33.536379,44.261431,"05/15/2016: Suicide bombers detonated explosives-laden vehicles at the gate of a natural gas plant in Taji, Saladin, Iraq. Following the blasts, a number of suicide bombers raided the complex and detonated targeting gas reservoirs. At least 14 people and six assailants were killed and 20 people were injured in the attack; the victims included workers and security force members. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.","Bombing/Explosion","Utilities",20,"5/15/2016"
201605150003,2016,5,15,"Babil","Mahmudiyah",33.054977,44.352032,"05/15/2016: An explosive device planted in a vehicle detonated in Mahmudiyah, Babil, Iraq. The owner of the vehicle, a municipal employee, was killed in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Government (General)",1,"5/15/2016"
201605150004,2016,5,15,"Baghdad","Baghdad",33.333338,44.317513,"05/15/2016: An explosive device planted in a vehicle detonated in Adil area, Baghdad city, Baghdad governorate, Iraq. The owner of the vehicle, a Ministry of Science and Technology employee, was killed and his spouse was injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Government (General)",1,"5/15/2016"
201605150005,2016,5,15,"Babil","Latifiyah",32.98499,44.35676,"05/15/2016: An explosives-laden vehicle detonated targeting a military patrol in a market in Latifiyah, Babil, Iraq. At least seven people were killed and eight people were injured in the blast; the victims included soldiers and civilians. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",7,"5/15/2016"
201605150006,2016,5,15,"Diyala","Nahrawan",33.376952,44.70296,"05/15/2016: An explosive device detonated near an auto showroom in Nahrawan, Diyala, Iraq. Two people were killed and five people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Business",2,"5/15/2016"
201605150007,2016,5,15,"Baghdad","Baghdad",33.223331,44.434796,"05/15/2016: An explosive device detonated targeting a military patrol in Arab Ejbur area, Baghdad city, Baghdad governorate, Iraq. An intelligence officer was killed and three soldiers were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Military",1,"5/15/2016"
201605150009,2016,5,15,"Babil","Rasheed",33.114908,44.374168,"05/15/2016: An explosive device detonated in Rasheed, Babil, Iraq. At least two people were killed and nine people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",2,"5/15/2016"
201605150010,2016,5,15,"Babil","Yusufiyah",33.079162,44.252883,"05/15/2016: An explosive device detonated in Yusufiyah, Babil, Iraq. At least one person was killed and 10 people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",1,"5/15/2016"
201605150011,2016,5,15,"Baghdad","Baghdad",33.322081,44.451217,"05/15/2016: Assailants shot and killed an intelligence service captain along Qana Street in Baghdad city, Baghdad governorate, Iraq. No group claimed responsibility for the incident.","Armed Assault","Government (General)",1,"5/15/2016"
201605160001,2016,5,16,"Baghdad","Baghdad",33.205814,44.257377,"05/16/2016: An explosive device detonated near a sheep market in Suwayb area, Baghdad city, Baghdad governorate, Iraq. One person was killed and six people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",1,"5/16/2016"
201605160002,2016,5,16,"Baghdad","Baghdad",33.420618,44.399616,"05/16/2016: An explosive device detonated near the Shalal Market in Shaab area, Baghdad city, Baghdad governorate, Iraq. Two people were killed and eight people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",2,"5/16/2016"
201605160003,2016,5,16,"Al Anbar","Khalidiyah",33.387258,43.528423,"05/16/2016: Assailants fired rockets and mortars at houses in Khalidiyah, Al Anbar, Iraq. This was one of three mortar attacks in Khalidiyah on the same day. At least four people were killed and 28 people were injured in the three assaults. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Private Citizens & Property",2,"5/16/2016"
201605160010,2016,5,16,"Baghdad","Baghdad",33.251332,44.507785,"05/16/2016: An explosive device attached to a vehicle carrying volunteer fighters detonated in Zafraniya area, Baghdad city, Baghdad governorate, Iraq. Two volunteers were killed and three volunteers were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Terrorists/Non-State Militia",2,"5/16/2016"
201605160011,2016,5,16,"Baghdad","Baghdad",33.248484,44.511268,"05/16/2016: An explosive device detonated in Jisr Diyala area, Baghdad city, Baghdad governorate, Iraq. Two people were killed and nine people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",2,"5/16/2016"
201605160012,2016,5,16,"Nineveh","Mosul",36.356882,43.16398,"05/16/2016: Assailants stoned to death 20 people in Mosul, Nineveh, Iraq. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).","Hostage Taking (Kidnapping)","Private Citizens & Property",20,"5/16/2016"
201605160013,2016,5,16,"Saladin","Baiji district",35.018003,43.445215,"05/16/2016: Security forces discovered and attempted to defuse an explosive device in Baiji, Saladin, Iraq. The device detonated, killing one volunteer fighter and injuring two more fighters. No group claimed responsibility for the incident.","Bombing/Explosion","Unknown",1,"5/16/2016"
201605160014,2016,5,16,"Al Anbar","Rutbah district",33.03639,40.283332,"05/16/2016: Security forces identified and killed a suicide bomber in Rutbah, Al Anbar, Iraq. No group claimed responsibility for the incident.","Bombing/Explosion","Unknown",1,"5/16/2016"
201605160041,2016,5,16,"Al Anbar","Unknown",32.559761,41.919647,"05/16/2016: Assailants detonated 11 explosives-laden vehicles targeting joint forces in Al Anbar, Iraq. At least 60 security members were killed in the blasts. No group claimed responsibility for the incident.","Bombing/Explosion","Military",71,"5/16/2016"
201605160046,2016,5,16,"Al Anbar","Khalidiyah",33.387258,43.528423,"05/16/2016: Assailants fired rockets and mortars at a market in Khalidiyah, Al Anbar, Iraq. This was one of three mortar attacks in Khalidiyah on the same day. At least four people were killed and 28 people were injured in the three assaults. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Private Citizens & Property",1,"5/16/2016"
201605160047,2016,5,16,"Al Anbar","Khalidiyah",33.388288,43.527382,"05/16/2016: Assailants fired rockets and mortars at a school in Khalidiyah, Al Anbar, Iraq. This was one of three mortar attacks in Khalidiyah on the same day. At least four people were killed and 28 people were injured in the three assaults. No group claimed responsibility for the incidents; however, sources attributed the attacks to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Educational Institution",1,"5/16/2016"
201605170028,2016,5,17,"Baghdad","Baghdad",33.390503,44.462029,"05/17/2016: A suicide bomber detonated an explosives-laden vehicle at a produce market in Sadr City area, Baghdad city, Baghdad governorate, Iraq. In addition to the assailant, at least 16 people were killed and 35 people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",17,"5/17/2016"
201605170029,2016,5,17,"Baghdad","Baghdad",33.390503,44.462029,"05/17/2016: Security forces discovered and defused an explosives-laden vehicle in Sadr City area, Baghdad city, Baghdad governorate, Iraq. No group claimed responsibility for the incident.","Bombing/Explosion","Unknown",0,"5/17/2016"
201605170030,2016,5,17,"Baghdad","Baghdad",33.420618,44.399616,"05/17/2016: An explosive device detonated in a market in Shaab area, Baghdad city, Baghdad governorate, Iraq. This was one of two coordinated attacks in the market within a few minutes. At least 11 people were killed and 37 people were injured across both events. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents.","Bombing/Explosion","Private Citizens & Property",6,"5/17/2016"
201605170031,2016,5,17,"Baghdad","Baghdad",33.314435,44.506572,"05/17/2016: An explosive device detonated near a market in Al 'Amin area, Baghdad city, Baghdad governorate, Iraq. At least two people were killed and seven people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",2,"5/17/2016"
201605170032,2016,5,17,"Al Anbar","Abu Ghraib district",33.29711,44.066897,"05/17/2016: An explosive device detonated in Abu Ghraib, Al Anbar, Iraq. One person was killed and seven people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",1,"5/17/2016"
201605170033,2016,5,17,"Al Anbar","Hit",33.643577,42.824707,"05/17/2016: Security forces discovered and attempted to defuse an explosives-rigged house in Hit, Al Anbar, Iraq. The house detonated, killing two municipal employees, including the Hit municipal director, and injuring three police officers. No group claimed responsibility for the incident.","Bombing/Explosion","Government (General)",2,"5/17/2016"
201605170034,2016,5,17,"Kirkuk","Daquq district",35.085266,44.324777,"05/17/2016: Security forces discovered and attempted to defuse an explosive device in Daquq district, Kirkuk, Iraq. The device detonated, killing an Australian civilian contractor. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","NGO",1,"5/17/2016"
201605170035,2016,5,17,"Kirkuk","Kirkuk",35.465109,44.381403,"05/17/2016: Assailants shot and killed Jamil Hamzah Jawad, a council member, in Al 'Amal ash Sha'bi neighborhood, Kirkuk city, Kirkuk, Iraq. No group claimed responsibility for the incident.","Armed Assault","Government (General)",1,"5/17/2016"
201605170039,2016,5,17,"Baghdad","Baghdad",33.257337,44.394566,"05/17/2016: An explosives-laden vehicle detonated at a produce market in Dora neighborhood, Baghdad city, Baghdad governorate, Iraq. At least five people were killed and 10 people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.","Bombing/Explosion","Private Citizens & Property",5,"5/17/2016"
201605170040,2016,5,17,"Baghdad","Baghdad",33.420618,44.399616,"05/17/2016: A suicide bomber detonated in a market in Shaab area, Baghdad city, Baghdad governorate, Iraq. This was one of two coordinated attacks in the market within a few minutes; the assailant was targeting people that had gathered in response to an earlier explosion. In addition to the assailant, at least 11 people were killed and 37 people were injured across both events. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents.","Bombing/Explosion","Private Citizens & Property",6,"5/17/2016"
201605170042,2016,5,17,"Baghdad","Baghdad",33.361819,44.44058,"05/17/2016: A suicide bomber detonated at a restaurant in Habibiya neighborhood, Baghdad city, Baghdad governorate, Iraq. In addition to the assailant, nine people were killed and 18 people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Business",10,"5/17/2016"
201605180001,2016,5,17,"Babil","Yusufiyah",33.079162,44.252883,"05/17/2016: An explosive device detonated targeting a volunteer fighter patrol in Yusufiyah, Babil, Iraq. At least one volunteer fighter was killed and five fighters were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Terrorists/Non-State Militia",1,"5/17/2016"
201605180002,2016,5,17,"Baghdad","Baghdad",33.426772,44.434954,"05/17/2016: An explosive device attached to a vehicle detonated in Ur neighborhood, Baghdad city, Baghdad governorate, Iraq. The owner of the vehicle, a Ministry of Education employee, was killed and a second person was injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Government (General)",1,"5/17/2016"
201605180003,2016,5,18,"Baghdad","Baghdad",33.313263,44.360495,"05/18/2016: An explosive device detonated in Abu Dushayr neighborhood, Baghdad city, Baghdad governorate, Iraq. One person was killed and nine people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",1,"5/18/2016"
201605180004,2016,5,18,"Diyala","Madain",33.099747,44.58149,"05/18/2016: An explosive device detonated in al Wardiyah, Madain, Diyala, Iraq. One person was killed and five people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",1,"5/18/2016"
201605180005,2016,5,18,"Babil","Latifiyah",32.98499,44.35676,"05/18/2016: An explosives-rigged house detonated in Latifiyah, Babil, Iraq. Six military personnel were killed and 10 soldiers were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Military",6,"5/18/2016"
201605180006,2016,5,18,"Diyala","Madain",33.100298,44.583139,"05/18/2016: An explosive device detonated in Al-Khannasah, Madain, Diyala, Iraq. One person was killed and six people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",1,"5/18/2016"
201605180007,2016,5,18,"Baghdad","Baghdad",33.22809,44.436129,"05/18/2016: An explosive device detonated in Arab Ejbur area, Baghdad city, Baghdad governorate, Iraq. Two people were killed and three people were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",2,"5/18/2016"
201605180008,2016,5,18,"Al Anbar","Rutbah district",33.03639,40.283332,"05/18/2016: Security forces identified and killed a suicide bomber attempting to target joint forces in Rutbah, Al Anbar, Iraq. No group claimed responsibility for the incident.","Bombing/Explosion","Military",1,"5/18/2016"
201605180009,2016,5,18,"Al Anbar","Rutbah district",33.03639,40.283332,"05/18/2016: Security forces discovered and destroyed two explosives-laden vehicles in Rutbah, Al Anbar, Iraq. No group claimed responsibility for the incident.","Bombing/Explosion","Unknown",0,"5/18/2016"
201605180011,2016,5,18,"Nineveh","Mosul",36.357064,43.163827,"05/18/2016: Security forces identified and killed four suicide bombers equipped with three explosives-laden vehicles in Aski, Mosul, Nineveh, Iraq. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.","Bombing/Explosion","Unknown",4,"5/18/2016"
201605180012,2016,5,18,"Nineveh","Mosul",36.357208,43.164511,"05/18/2016: Assailants kidnapped 35 women in Mosul, Nineveh, Iraq. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).","Hostage Taking (Kidnapping)","Private Citizens & Property",NA,"5/18/2016"
201605180013,2016,5,18,"Nineveh","Kasik",36.470669,42.670701,"05/18/2016: Assailants and suicide bombers raided Kasik, Nineveh, Iraq. Security forces repelled the assault, killing 10 assailants. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Private Citizens & Property",10,"5/18/2016"
201605180014,2016,5,18,"Nineveh","Mosul",36.356648,43.164,"05/18/2016: Assailants executed 25 people by placing them in nitric acid in Mosul, Nineveh, Iraq. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL), noting the victims were accused of working with security forces.","Hostage Taking (Kidnapping)","Private Citizens & Property",25,"5/18/2016"
201605180015,2016,5,18,"Diyala","Baqubah",33.750684,44.634932,"05/18/2016: An explosive device detonated targeting a joint patrol in Baqubah, Diyala, Iraq. One security member was killed and four members were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Military",1,"5/18/2016"
201605180050,2016,5,18,"Babil","Latifiyah",32.984894,44.356589,"05/18/2016: An explosive device detonated targeting a military vehicle in Latifiyah, Babil, Iraq. An officer was killed and three soldiers were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Military",1,"5/18/2016"
201605190011,2016,5,19,"Baghdad","Baghdad",33.387719,44.363154,"05/19/2016: An explosive device planted in a vehicle detonated in Azhamiya neighborhood, Baghdad city, Baghdad governorate, Iraq. The owner of the vehicle, a Ministry of Electricity employee, was killed and his brother was injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Government (General)",1,"5/19/2016"
201605190012,2016,5,19,"Babil","Mahmudiyah",33.054977,44.352032,"05/19/2016: An explosive device detonated near shops in Mahmudiyah, Babil, Iraq. Two people were killed and eight people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Business",2,"5/19/2016"
201605190013,2016,5,19,"Saladin","Taji",33.537369,44.261674,"05/19/2016: An explosive device detonated in Taji, Saladin, Iraq. Two people were killed and five people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",2,"5/19/2016"
201605190014,2016,5,19,"Diyala","Baqubah",33.748805,44.632719,"05/19/2016: An explosive device detonated near a military patrol in Baqubah, Diyala, Iraq. At least one soldier was killed and another soldier was injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.","Bombing/Explosion","Military",1,"5/19/2016"
201605190015,2016,5,19,"Kirkuk","Bashir",35.242938,44.273643,"05/19/2016: Assailants fired a mortar at a police center in Bashir village, Kirkuk, Iraq. One police officer was injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).","Bombing/Explosion","Police",0,"5/19/2016"
201605190016,2016,5,19,"Baghdad","Baghdad",33.41129,44.432941,"05/19/2016: An explosive device detonated in Al-Basatin neighborhood, Baghdad city, Baghdad governorate, Iraq. One person was killed and six people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",1,"5/19/2016"
201605190022,2016,5,19,"Baghdad","Baghdad",33.222612,44.433447,"05/19/2016: An explosives-rigged house detonated in Arab Ebjur area, Baghdad city, Baghdad governorate, Iraq. Three soldiers were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Military",0,"5/19/2016"
201605190023,2016,5,19,"Nineveh","Mosul",36.356648,43.164,"05/19/2016: Assailants killed a young girl by setting her on fire in Mosul, Nineveh, Iraq. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL), noting the victim's mother had refused to pay a non-Muslim tax to ISIL.","Armed Assault","Private Citizens & Property",1,"5/19/2016"
201605200001,2016,5,20,"Al Anbar","Radhwaniyah",33.250527,44.270767,"05/20/2016: An explosive device detonated near a market in Radhwaniyah neighborhood, Baghdad city, Baghdad governorate, Iraq. Two people were killed and six people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Private Citizens & Property",2,"5/20/2016"
201605200002,2016,5,20,"Diyala","Husseiniyah",33.547658,44.412022,"05/20/2016: An explosive device detonated near shops in Husseiniyah, Diyala, Iraq. Two people were killed and six people were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Business",2,"5/20/2016"
201605200003,2016,5,20,"Diyala","Bawi",33.106012,44.564298,"05/20/2016: An explosive device detonated targeting a vehicle carrying Sahwa Council members in Bawi, Diyala, Iraq. Two Sahwa Council members were killed and two members were injured in the blast. No group claimed responsibility for the incident.","Bombing/Explosion","Terrorists/Non-State Militia",2,"5/20/2016"
