"eventid","iyear","imonth","iday","provstate","city","latitude","longitude","summary","attacktype1_txt","targtype1_txt","nkill","date"
197612150001,1976,12,15,"Baghdad","Baghdad",33.3,44.4,"","Bombing/Explosion","Airports & Aircraft",10,"12/15/1976"
197612180001,1976,12,18,"Unknown","Penjwon",NA,NA,"","Hostage Taking (Kidnapping)","Government (General)",0,"12/18/1976"
197612240001,1976,12,24,"Baghdad","Baghdad",33.3,44.4,"","Assassination","Violent Political Party",2,"12/24/1976"
199601020005,1996,1,2,"Karbala","Karbala",32.613992,44.025046,"","Armed Assault","Military",2,"1/2/1996"
199601100005,1996,1,10,"Baghdad","Baghdad",33.3,44.4,"","Bombing/Explosion","Government (General)",0,"1/10/1996"
199601100006,1996,1,10,"Karbala","Karbala",32.613992,44.025046,"","Assassination","Police",1,"1/10/1996"
199604050007,1996,4,5,"Karbala","Karbala",32.613992,44.025046,"","Bombing/Explosion","Government (General)",0,"4/5/1996"
199604280010,1996,4,28,"Baghdad","Baghdad",33.3,44.4,"","Bombing/Explosion","Business",0,"4/28/1996"
199605010007,1996,5,1,"Maysan","Amarah",31.837472,47.15104,"","Bombing/Explosion","Military",0,"5/1/1996"
199605040008,1996,5,4,"Baghdad","Baghdad",33.3,44.4,"","Bombing/Explosion","Government (General)",0,"5/4/1996"
199606050010,1996,6,5,"Dhi Qar","Nasiriyah",31.05,46.266667,"","Assassination","Military",2,"6/5/1996"
199607150005,1996,7,15,"Al Anbar","Ramadi",33.431899,43.311566,"","Assassination","Government (General)",0,"7/15/1996"
199611120010,1996,11,12,"Unknown","Border",NA,NA,"","Armed Assault","Government (Diplomatic)",1,"11/12/1996"
199611130014,1996,11,13,"Diyala","Khalis",33.851043,44.519491,"","Bombing/Explosion","Government (General)",0,"11/13/1996"
199612010017,1996,12,1,"Arbil","Koysanjag",36.083333,44.633333,"","Unknown","Violent Political Party",5,"12/1/1996"
200601020002,2006,1,2,"Baghdad","Baghdad",33.3,44.4,"01/02/2006: A convoy of three cars, containing the Turkish Ambassador to Iraq Unal Cevikoz and officials was fired at from the roadside near the Um al-Kura Mosque in Baghdad. No one was hurt in the attack, but the windows of the vehicles were broken and one had a flat tire. No group claimed responsibility","Armed Assault","Government (Diplomatic)",0,"1/2/2006"
200601020012,2006,1,2,"Diyala","Baqubah",33.75,44.633333,"01/02/2006: A suicide car bomber killed three police recruits and four others in Baquba, north of Baghdad, Iraq. No group claimed responsibility","Bombing/Explosion","Police",7,"1/2/2006"
200601040001,2006,1,4,"Saladin","Baiji",34.929159,43.493025,"01/04/2006: The driver of an Iraqi oil tanker was killed and his truck destroyed by fire when insurgents fired rocket-propelled grenades on a convoy of trucks heading to Baghdad from the oil refinery of Baiji. Iraq. No group claimed responsibility.","Bombing/Explosion","Utilities",1,"1/4/2006"
200601040005,2006,1,4,"Diyala","Muqdadiyah",33.971348,44.92668,"01/04/2006: Thirty-two mourners at a Shi i politician’s nephew’s funeral were killed and more than forty wounded in in Muqdadiyah, near Baghdad, when a suicide bomber blew up. No group claimed responsibility.","Bombing/Explosion","Private Citizens & Property",32,"1/4/2006"
200601050002,2006,1,5,"Karbala","Karbala",32.614481,44.024968,"01/05/2006: At least forty people were killed and fifty wounded in a bomb explosion in Karbala, Iraq, between Imam Al-Husyan and Iam Al-abbas shrines. Some foreigners were among the casualties and the bomb was carried by a suicide bomber. No group claimed responsibility","Bombing/Explosion","Religious Figures/Institutions",40,"1/5/2006"
200601050006,2006,1,5,"Al Anbar","Ramadi",33.431899,43.311566,"01/05/2006: A suicide bomber in a car wearing an explosive vest blew himself up outside a police recruiting center in Ramadi, Iraq, killing at least thirty and injuring forty. No group claimed responsibility","Bombing/Explosion","Police",30,"1/5/2006"
200601070004,2006,1,7,"Baghdad","Baghdad",33.333151,44.321225,"01/07/2006: American journalist, Jill Carroll, was kidnapped and her Iraqi translator, Alan Enwiya, was killed in the Adel district of western Baghdad, Iraq. Three men armed with pistols intercepted their car, shot Enwiya, and abducted Carroll. Their driver, Adnan Abbas, escaped unharmed. Beginning on January 17 a Sunni extremist group linked to al Qa'ida in Iraq calling itself the ""Revenge Brigade"" released several videos of Carroll and demanded the release of all female Iraqi prisoners in US custody. On January 26, reportedly unrelated to the demands made by Carroll's captors, five female detainees were released from US custody along with several hundred male detainees. Carroll was released on March 30, 2006.","Hostage Taking (Kidnapping)","Journalists & Media",1,"1/7/2006"
200601090001,2006,1,9,"Baghdad","Baghdad",33.3,44.4,"01/09/2006: Two suicide bombers dressed in Iraqi police uniforms and wearing explosive belts blew themselves up at an Iraqi Interior Ministry entrance in Baghdad, Iraq, killing two police and wounding fifteen others. The bombing occurred when ministers and the US ambassador were attending a Police Day parade. Al-Qai da’s branch in Iraq claimed responsibility and said the bombings were to avenge torture of Sunni Muslims at the interior ministry.","Bombing/Explosion","Police",2,"1/9/2006"
200601090002,2006,1,9,"At Tamim","Kirkuk",35.46883,44.39098,"01/09/2006: Judge Khalid Hazza al-Bayyati, an Iraqi judge involved in terrorism affairs, was killed after coming under fire by gunmen in front of his home in Kirkuk, Iraq. No group claimed responsibility","Assassination","Government (General)",1,"1/9/2006"
200601160005,2006,1,16,"Saladin","Taji",33.530734,44.274292,"01/16/2006: Gunmen kidnapped 35 Iraqi police volunteers on a bus returning from a test at the police academy north of Baghdad where they had been denied entry. At least 31 of the men were shot and killed that night, and officials found their bodies about a week later. The identities of the perpetrators were unknown.","Hostage Taking (Kidnapping)","Private Citizens & Property",31,"1/16/2006"
200601170003,2006,1,17,"At Tamim","Kirkuk",35.46883,44.39098,"01/17/2006: Four unknown perpetrators with guns fired randomly inside the offices of the Independent Electoral Commission of Iraq in Kirkuk, killing one official and wounding another. Police believe that another attack 30 minutes later on the Kurdistan Workers Party office may have been carried out by the same gunmen.","Armed Assault","Government (General)",1,"1/17/2006"
200601170004,2006,1,17,"At Tamim","Kirkuk",35.46883,44.39098,"01/17/2006: Four unknown perpetrators with guns in Kirkuk, Iraq fired at the outside of the Kurdistan Workers Party (PKK) office, killing one employee and wounding two. Police believe this attack may have been carried out by the same gunmen as another attack 30 minutes earlier on the Electoral Commission of Iraq offices.","Armed Assault","Government (General)",1,"1/17/2006"
200601180005,2006,1,18,"Baghdad","Baghdad",33.3,44.4,"01/18/2006: Ten Iraqi security service company employees were killed in an armed attack in Baghdad on the convoy they were escorting for Iraqna Mobile Phone Company. Two Kenyan telecommunications engineers who were part of the convoy, George Noballa and Moses Munyao, were kidnapped, and nothing is known of their situation or whereabouts, or of the identities of the perpetrators.","Hostage Taking (Kidnapping)","Business",10,"1/18/2006"
200601180007,2006,1,18,"Baghdad","Baghdad",33.3,44.4,"01/18/2006: Gunmen killed Shaykh Muhammad Saddaq al-Battah (the chieftain of the Sunni Albu-Julayb tribe in Al-Anbar Governorate), his nephew, and a third individual. The attack took place in a Baghdad apartment. The identities of the attackers were unknown and there were no reported claims of responsibility.","Assassination","Private Citizens & Property",3,"1/18/2006"
200601180008,2006,1,18,"Baghdad","Baghdad",33.3,44.4,"01/18/2006: In Baghdad, Iraq, unidentified gunmen broke into a house where Iraqis working for a contractor were preparing meals for the Iraqi army, and killed at least seven people. There have been no claims of responsibility for the attack.","Armed Assault","Business",7,"1/18/2006"
200601190002,2006,1,19,"Baghdad","Baghdad",33.3,44.4,"01/19/2006: In one of two nearly simultaneous bombings, a suicide bomber wearing an explosive belt blew himself up in a Baghdad, Iraq cafe, killing at least 23 and wounding at least 26. Most of those dead and injured were civilians, though a few were police officers, and it is possible that the bomber was targeting these officers. The explosion damaged a number of cars and shops as well. The identity of the perpetrator of this attack was unknown.","Bombing/Explosion","Business",23,"1/19/2006"
200601190008,2006,1,19,"Al Anbar","Ramadi",33.431899,43.311566,"01/19/2006: Three members of a gang apparently involved in trafficking trucks and other vehicles in Iraq, Jordan, and Syria, were killed by gunmen near Al-Ramadi, west of Baghdad, Iraq. A group called the Factions of the Mujahedeen Army claimed responsibility for the attack by leaving leaflets beside the bodies of the victims which read: “This is the fate of thieves, road pirates, and saboteurs.""","Armed Assault","Private Citizens & Property",3,"1/19/2006"
200601190009,2006,1,19,"Baghdad","Baghdad",33.331371,44.405822,"01/19/2006: In one of two nearly simultaneous bombings, a bomb exploded on the street outside a restaurant in Baghdad, Iraq, near Sadoun Street, killing at least seven and wounding at least five. Most of those dead and injured were civilians, though a few were police officers, and it is possible that the perpetrators were targeting these officers. The explosion damaged a number of cars and shops as well. The identities of the perpetrators of this attack are unknown.","Bombing/Explosion","Business",7,"1/19/2006"
200601190013,2006,1,19,"Saladin","Siniyah",34.206111,44.006667,"01/19/2006: Unknown perpetrators detonated an explosive device in or near the Siniyah city government building in Iraq. There were no reported casualties, but the building was leveled. There were no claims of responsibility for attack, but U.S. soldiers arrested several suspected perpetrators.","Bombing/Explosion","Government (General)",0,"1/19/2006"
200601200002,2006,1,20,"Kirkuk","Taza Khurmatu",35.29915,44.327279,"01/20/2006: Five guards and aides to President Jalal Talibani of Iraq were wounded when an unidentified suicide bomber with a car bomb drove near the presidential motorcade in the Sulayman Beg administrative subdistrict, near Tuz Khurmatu. Talibani was not present in the motorcade, however, and was not hurt. There were no reported claims of responsibility for the attack.","Assassination","Government (General)",1,"1/20/2006"
200601200004,2006,1,20,"Baghdad","Baghdad",33.3,44.4,"01/20/2006: A roadside bomb exploded in Aqaba bin Nafie Square of Baghdad, Iraq, killing four Iraqi civilians and wounding three. The identities of the perpetrators were unknown. It is possible that this attack was targeting a U.S. patrol rather than civilians.","Bombing/Explosion","Private Citizens & Property",4,"1/20/2006"
200601210002,2006,1,21,"Baghdad","Baghdad",33.3,44.4,"01/21/2006: A car bomb detonated near a market in Baghdad, Iraq, killing an Iraqi civilian and wounding five others. The blast came one day after the Iraqi electoral commission announced the final results of the December 15 general elections and a surge in violence by insurgents had been expected. There were no reported claims of responsibility, however, and the perpetrators were not identified.","Bombing/Explosion","Private Citizens & Property",1,"1/21/2006"
200601220003,2006,1,22,"Baghdad","Baghdad",33.3,44.4,"01/22/2006: A mosque in the Adhamiyah neighborhood of Baghdad, Iraq, was attacked with mortars by unknown perpetrators. The extent of the damage to the mosque was not reported, and no casualties were reported.","Bombing/Explosion","Religious Figures/Institutions",0,"1/22/2006"
200601220007,2006,1,22,"Kirkuk","Hawijah",35.324817,43.766813,"01/22/2006: In Hawija, Iraq, the bodies of a prominent Sunni Arab tribal leader, Ibrahim Ali al-Neami, and his son Ziad were found shot to death with their hands bound. The identities of the perpetrators are unknown and there were no reported claims of responsibility.","Assassination","Government (General)",2,"1/22/2006"
200601220008,2006,1,22,"Diyala","Balad Ruz",33.7,45.083333,"01/22/2006: In Balad Ruz, Iraq, perpetrators fired rocket-propelled grenades into the home of an Iraqi police officer, killing five members of the officer’s family and injuring his wife. The identities of the perpetrators are unknown and there were no reported claims of responsibility.","Bombing/Explosion","Police",5,"1/22/2006"
200601230008,2006,1,23,"Saladin","Dowr",34.457193,43.799264,"01/23/2006: Unknown gunmen shot dead a woman working as a cleaner at a U.S. base in Al-Dawr, Iraq. There were no reported claims of responsibility for the attack.","Armed Assault","Government (General)",1,"1/23/2006"
200601230011,2006,1,23,"Baghdad","Baghdad",33.317806,44.299996,"01/23/2006: Unknown perpetrators planted an improvised explosive device on a school door south of Khadra, Iraq. Iraqi Army soldiers dismantled the bomb after an Iraqi school guard alerted them to its existence. There were no reported claims of responsibility for the attempted attack.","Bombing/Explosion","Educational Institution",0,"1/23/2006"
200601230012,2006,1,23,"Baghdad","Baghdad",33.3,44.4,"01/23/2006: Unknown armed perpetrators attempted and failed to assassinate a member of the Iraqi Parliament, Jaber Khalifa Jaber, on the Jidadiya causeway in Baghdad. The type of weapon used in the attack was not reported. The attack resulted in the death of one of his bodyguards and the injury of his son.","Assassination","Government (General)",1,"1/23/2006"
200601230013,2006,1,23,"Baghdad","Baghdad",33.3,44.4,"01/23/2006: Unknown gunmen shot a doctor to death as he drove to work at the Iraqi Health Ministry in the Saydiyah neighborhood of Baghdad, Iraq. There were no reported claims of responsibility.","Armed Assault","Government (General)",1,"1/23/2006"
200601230015,2006,1,23,"Baghdad","Baghdad",33.3,44.4,"01/23/2006: Naji Ithawi was shot dead by unknown perpetrators in Baghdad, Iraq while heading home from evening prayers. Ithawi was a senior official in a government organization that administers Sunni mosques, and he had also served as a Sunni spokesperson, as well as a contributor to various Baghdad newspapers. There were no reported claims of responsibility for the attack.","Armed Assault","Private Citizens & Property",1,"1/23/2006"
200601230016,2006,1,23,"Baghdad","Baghdad",33.3,44.4,"01/23/2006: Shi i gunmen wearing government security force uniforms raided a Sunni neighborhood in central Baghdad, Iraq, shooting dead three men, and abducting more than 20 others. Three of those abducted were later released in eastern Baghdad, but the fates of the rest are unknown. One of those killed in the initial raid was identified as Ismail Moh sen, and one of those later released after the abduction was identified as Yas ser Khalil. There were no reported claims of responsibility for the attack.","Armed Assault","Private Citizens & Property",3,"1/23/2006"
200601230020,2006,1,23,"Babil","Mahmudiyah",33.055377,44.37146,"01/23/2006: In Mahmudiya, Iraq, a suicide bomber detonated his vehicle outside a hospital, killing one civilian and wounding five others. The identity of the perpetrator is unknown, and there were no reported claims of responsibility for the attack.","Bombing/Explosion","Business",2,"1/23/2006"
200601230021,2006,1,23,"Nineveh","Mosul",36.34,43.13,"01/23/2006: A prominent member of the Kurdistan Democratic Party, Jasim Muhammad, was shot and killed in Mosul, Iraq. The identities of the perpetrators are unknown, and there were no reported claims of responsibility.","Assassination","Violent Political Party",1,"1/23/2006"
200601240006,2006,1,24,"Saladin","Siniyah",34.206111,44.006667,"01/24/2006: Gunmen shot and killed a sheik of the Janabeen tribe, Zamil Mula Chiad, and injured his son in Siniyah in the Salahuddin Province of Iraq. The two were driving to Beiji at the time of the attack and Iraqi police later arrested members of a group of Islamic extremists who admitted to carrying out the attack.","Assassination","Private Citizens & Property",1,"1/24/2006"
200601240020,2006,1,24,"Saladin","Baiji",34.929159,43.493025,"01/24/2006: Two German engineers, Thomas Nitzschke and Rene Braeunlich, employees of the German firm Cyrotec, were abducted at gunpoint near an oil refinery in Baiji, Iraq, by armed members of a group called Ansar al-Tahwid wal Sunna. A few days later, a video of them and their captors appeared on Al Jazeera TV.  The men were released on May 2 after the German government reportedly paid a ransom.","Hostage Taking (Kidnapping)","Business",0,"1/24/2006"
200601250004,2006,1,25,"Diyala","Baqubah",33.75,44.633333,"01/25/2006: Gunmen disguised as Iraqi soldiers kidnapped Hadi al-Dahlaki, the owner of a food company, and killed his son when they raided the family’s factory in Baqouba, Iraq. The fate of the kidnap victim was not reported, and no group claimed responsibility for the attack.","Armed Assault","Private Citizens & Property",1,"1/25/2006"
200601250006,2006,1,25,"Baghdad","Baghdad",33.3,44.4,"01/25/2006: Five gunmen broke into the apartment of Nagham Abdul Zahra, a broadcaster for Al-Sharqiya TV, in Baghdad, Iraq, attempting to kidnap her and her husband. Abdul Zahra escaped by jumping from the window to the street, sustaining injuries in the process, and her screams scared the gunmen out of the apartment before they could injure her husband. The gunmen were not identified and there were no claims of responsibility for the attack.","Hostage Taking (Kidnapping)","Journalists & Media",0,"1/25/2006"
200601260004,2006,1,26,"Saladin","Balad",34.016389,44.145278,"01/26/2006: A roadside bomb hit the convoy of the Iraqi industry minister, Osama Abdul Aziz al-Najafi, in Balad, Iraq. Three bodyguards were killed and one was wounded, but the minister escaped unhurt. There were no reported claims of responsibility for the attack.","Assassination","Government (General)",3,"1/26/2006"
200601260006,2006,1,26,"At Tamim","Kirkuk",35.46883,44.39098,"01/26/2006: Unidentified gunmen shot and killed Othman Majeed Rasheed, a senior official of Iraq’s anti-corruption commission in Kirkuk, Iraq. There were no reported claims of responsibility for the attack.","Assassination","Government (General)",1,"1/26/2006"
200601260007,2006,1,26,"At Tamim","Kirkuk",35.46883,44.39098,"01/26/2006: Unidentified gunmen shot and killed the deputy director of a state-run food company, Jomaa Rasheed, in Kirkuk, Iraq. There were no reported claims of responsibility for the attack.","Assassination","Government (General)",1,"1/26/2006"
200601260008,2006,1,26,"Baghdad","Baghdad",33.3,44.4,"01/26/2006: Unidentified gunmen in Baghdad, Iraq shot at a civilian car, assassinating the head of the free prisoners' society, Na'il Abd-al-Amir al-Musawi, and one of his relatives, and wounding Dr. Hayfa Abd-al-Amir. There were no reported claims of responsibility for the attack.","Assassination","Private Citizens & Property",2,"1/26/2006"
200601270008,2006,1,27,"Baghdad","Baghdad",33.3,44.4,"01/27/2006: Two men were shot dead by unidentified perpetrators in the Jihad district of Baghdad, Iraq. Residents of the area claimed that they had been shot for collaborating with Americans.","Armed Assault","Private Citizens & Property",2,"1/27/2006"
200601270009,2006,1,27,"Baghdad","Baghdad",33.3,44.4,"01/27/2006: Unidentified men in the Dora neighborhood of Baghdad, Iraq shot and killed a driver for the Higher Education Ministry. There were no claims of responsibility for the attack.","Armed Assault","Government (General)",1,"1/27/2006"
200601270010,2006,1,27,"Baghdad","Baghdad",33.3,44.4,"01/27/2006: The bullet-riddled body of a man who served as a U.S. interpreter was found in a car in western Baghdad, Iraq. The perpetrators of the attack are unknown and there were no claims of responsibility.","Armed Assault","Private Citizens & Property",1,"1/27/2006"
200601270011,2006,1,27,"Basra","Basra",30.5,47.816667,"01/27/2006: A bomb exploded in a crowded market in Basra, Iraq, in a predominantly Shi i neighborhood. One woman was killed and three others were wounded. Eyewitnesses claim to have seen one perpetrator in a police uniform step out of a traffic police vehicle to plant the bomb. There were no reported claims of responsibility for the attack.","Bombing/Explosion","Private Citizens & Property",1,"1/27/2006"
200601270014,2006,1,27,"Wasit","Kut",32.505556,45.824722,"01/27/2006: A bomb planted by unknown perpetrators detonated at a jewelry market in Kut, Iraq, killing two women and injuring three other civilians. The blast also damaged surrounding shops. There were no reported claims of responsibility for the attack.","Bombing/Explosion","Private Citizens & Property",2,"1/27/2006"
200601280004,2006,1,28,"Babil","Iskandariyah",32.88504,44.348,"01/28/2006: In Iskandariya, Iraq, unidentified perpetrators exploded a bomb near a candy shop, killing 10 Iraqis and wounding three. The extent of any property damage from the blast was not reported. There were no claims of responsibility for the attack.","Bombing/Explosion","Business",10,"1/28/2006"
200601280005,2006,1,28,"Baghdad","Baghdad",33.389934,44.460652,"01/28/2006: In the Sadr City district of Baghdad, Iraq, unidentified gunmen shot dead a teacher near his house. There were no reported claims of responsibility for the attack.","Armed Assault","Educational Institution",1,"1/28/2006"
200601280006,2006,1,28,"Baghdad","Baghdad",33.3,44.4,"01/28/2006: Unidentified gunmen shot dead Abdul Razzaq al-Naash, a well-known Baghdad University professor and political commentator, in Baghdad, Iraq. There were no reported claims of responsibility for the attack.","Assassination","Educational Institution",1,"1/28/2006"
200601290008,2006,1,29,"Baghdad","Baghdad",33.3,44.4,"01/29/2006: Unknown perpetrators detonated car bombs outside at least two Christian churches in Baghdad, Iraq. The number of injuries from the attacks was not reported, and the churches themselves were not seriously damaged. This incident may have been related to anger in the Muslim world over Danish cartoons of the Prophet Mohammed.","Bombing/Explosion","Religious Figures/Institutions",0,"1/29/2006"
200601290009,2006,1,29,"Baghdad","Baghdad",33.3,44.4,"01/29/2006: Unknown perpetrators detonated a car bomb outside the office of the Vatican envoy in Baghdad, Iraq. The number of injuries from the attack was not reported, and the office itself, if it was damaged at all, was not damaged seriously. This incident may have been related to recent uproar in the Muslim world about Danish cartoons of the Prophet Mohammed.","Bombing/Explosion","Religious Figures/Institutions",0,"1/29/2006"
200601290010,2006,1,29,"At Tamim","Kirkuk",35.46883,44.39098,"01/29/2006: Unknown perpetrators detonated a car bomb outside the Church of the Virgin in Kirkuk, Iraq, killing at least two and injuring an unknown number of others. The church itself was not seriously damaged. This incident may have been related to recent uproar in the Muslim world about Danish cartoons of the Prophet Mohammed.","Bombing/Explosion","Religious Figures/Institutions",2,"1/29/2006"
200601290011,2006,1,29,"At Tamim","Kirkuk",35.46883,44.39098,"01/29/2006:Unknown perpetrators detonated a car bomb outside an Orthodox Christian church in Kirkuk, Iraq, killing one and injuring an unknown number of others. The church itself was not seriously damaged. This incident may have been related to recent uproar in the Muslim world about Danish cartoons of the Prophet Mohammed.","Bombing/Explosion","Religious Figures/Institutions",1,"1/29/2006"
200601300008,2006,1,30,"Diyala","Muqdadiyah",33.971348,44.92668,"01/30/2006: Unidentified gunmen in Muqdadiya, Iraq, broke into the house of Qasim Dham al-Hamadani, the Imam of a Sunni mosque, and shot dead the imam’s wife and two children. Hamadani was away from the house at the time. There were no claims of responsibility for the attack, but it was suspected to be a reprisal killing by Shi is.","Armed Assault","Private Citizens & Property",3,"1/30/2006"
200601310001,2006,1,31,"Saladin","Sulayman Beg",34.788274,44.667751,"01/31/2006: A roadside bomb exploded as the convoy of Iraq's Minister of Municipalities and Public Works, Nasreen Berwari, was passing by the township of Sulayman Beg. The minister escaped the assassination attempt unharmed, but one of the vehicles in the convoy was damaged. There were no casualties.","Assassination","Government (General)",0,"1/31/2006"
200602010001,2006,2,1,"Baghdad","Baghdad",33.3,44.4,"02/01/2006: Six unknown gunmen kidnapped 2 Iraqi journalists from a local television station in Baghdad, Iraq, by dragging them from their car after a press conference at the Iraqi Islamic Party's headquarters. The outcome of the kidnapping was not reported.","Hostage Taking (Kidnapping)","Journalists & Media",NA,"2/1/2006"
200602010004,2006,2,1,"Baghdad","Baghdad",33.3,44.4,"02/01/2006: A bomb exploded amid Iraqi day laborers seeking work at a crowded gathering point in Baghdad, killing eight men and wounding more than 50 others. Reports conflicted on whether a suicide bomber detonated an explosive belt or a man placed a bag of explosives near a tea cart; there was no claim of responsibility.","Bombing/Explosion","Private Citizens & Property",8,"2/1/2006"
200602010007,2006,2,1,"Diyala","Baqubah",33.75,44.633333,"02/01/2006: A roadside bomb exploded in Baquba, Iraq, killing a civilian and injuring three others. The perpetrators were unknown.","Bombing/Explosion","Unknown",1,"2/1/2006"
200602010008,2006,2,1,"Babil","Mahawil district",32.655756,44.556669,"02/01/2006: A homemade bomb exploded underneath an oil pipeline in Muwailha, Iraq, causing a fire. The pipeline supplied oil to a local electricity plant. The extent of damage was not reported and the perpetrators were unknown.","Bombing/Explosion","Utilities",0,"2/1/2006"
200602010009,2006,2,1,"Baghdad","Baghdad",33.3,44.4,"02/01/2006: A bomb exploded next to the Interior Ministry in Baghdad, Iraq, injuring two people. The perpetrators were unknown.","Bombing/Explosion","Government (General)",0,"2/1/2006"
200602010010,2006,2,1,"Baghdad","Baghdad",33.3,44.4,"02/01/2006: Gunmen shot and killed a man outside of his home in the Dora neighborhood of Baghdad, Iraq. The perpetrators were unknown.","Armed Assault","Private Citizens & Property",1,"2/1/2006"
200602020003,2006,2,2,"At Tamim","Kirkuk",35.46883,44.39098,"02/02/2006: Three mortar shells exploded at an oil storage facility west of Kirkuk, Iraq, causing a fire, but no injuries. Insurgents were suspected in the attack.","Bombing/Explosion","Utilities",0,"2/2/2006"
200602020004,2006,2,2,"Baghdad","Baghdad",33.3,44.4,"02/02/2006: Unknown gunmen kidnapped Mary Hamza al-Rubai, a general manager at the Ministry of Industry, after stopping her car and releasing her driver. The outcome of the kidnapping was not reported.","Hostage Taking (Kidnapping)","Government (General)",NA,"2/2/2006"
200602020005,2006,2,2,"At Tamim","Kirkuk",35.46883,44.39098,"02/02/2006: Iraqi police officer, Lieutenant Colonel Mohammad Naseh Sabah, was injured by unknown gunmen in an attempt to kill him in Kirkuk, Iraq.","Assassination","Police",0,"2/2/2006"
200602020007,2006,2,2,"Baghdad","Baghdad",33.3,44.4,"02/02/2006: Unknown gunmen in a four-wheel drive vehicle opened fire on a commuter minibus in the Al-Dawrah area south of Baghdad, Iraq, killing two and injuring seven others. Such vehicles are normally used by foreign security details.","Armed Assault","Transportation",2,"2/2/2006"
200602020008,2006,2,2,"Baghdad","Baghdad",33.3,44.4,"02/02/2006: A car bomb exploded near a gas station in one of two attacks that occurred within twenty minutes of each other in eastern Baghdad, Iraq. Two Iraqis were killed and another 13 injured in this attack; a total of 11 people were killed and at least 70 more injured in the two attacks. The perpetrators were unknown.","Bombing/Explosion","Business",2,"2/2/2006"
200602020009,2006,2,2,"Baghdad","Baghdad",33.318595,44.513997,"02/02/2006: A car bomb exploded outside of a crowded market in one of two attacks that occurred within twenty minutes of each other in eastern Baghdad, Iraq. A suicide bomber apparently tried to target a nearby Shi i Muslim mosque, but was blocked from getting close. Nine Iraqis were killed and another 57 injured in this attack; a total of 11 people were killed and at least 70 more injured in the two attacks. The perpetrators were unknown.","Bombing/Explosion","Private Citizens & Property",9,"2/2/2006"
200602020028,2006,2,2,"At Tamim","Kirkuk",35.46883,44.39098,"02/02/2006: Police apprehended three gunmen that were attempting to kidnap a translator in Kirkuk, Iraq.","Hostage Taking (Kidnapping)","Private Citizens & Property",0,"2/2/2006"
200602030006,2006,2,3,"Basra","Basra",30.5,47.816667,"02/03/2006: Unknown gunmen attempted to kill an Iraqi chief of police intelligence officer, Major Jabbory Karim, by opening fire on his car in Basra, Iraq. Karim was injured and his driver was killed.","Armed Assault","Police",1,"2/3/2006"
200602040012,2006,2,4,"Saladin","Tikrit",34.604447,43.685789,"02/04/2006: Unidentified gunmen kidnapped merchant Baha Faysal al-Hazza after attacking his car in Tikrit, Iraq. The outcome of the kidnapping was not reported.","Hostage Taking (Kidnapping)","Private Citizens & Property",NA,"2/4/2006"
200602040013,2006,2,4,"Saladin","Dowr",34.457193,43.799264,"02/04/2006: Unidentified gunmen in two cars kidnapped a citizen in Al Dawr, Iraq. The outcome was not reported.","Hostage Taking (Kidnapping)","Private Citizens & Property",NA,"2/4/2006"
200602040014,2006,2,4,"At Tamim","Kirkuk",35.46883,44.39098,"02/04/2006: A car bomb exploded near a police patrol in Kirkuk, Iraq, injuring five policemen. No one claimed responsibility for the attack.","Bombing/Explosion","Police",0,"2/4/2006"
200602040015,2006,2,4,"Maysan","Amarah",31.837565,47.150821,"02/04/2006: Three unidentified gunmen shot and killed Iraqi Army intelligence officer, Captain Ammar Farhan al-Lami, in Amarah, Iraq, as he was coming home from work.","Armed Assault","Military",1,"2/4/2006"
200602050009,2006,2,5,"Diyala","Madain",33.098837,44.584951,"02/05/2006: A minibus hit a roadside bomb in Al-Mada'in, Iraq, killing five civilians. A second roadside bomb exploded a few minutes later, injuring a policeman and five civilians. The perpetrators were unknown.","Bombing/Explosion","Transportation",5,"2/5/2006"
200602050010,2006,2,5,"Diyala","Madain",33.098837,44.584951,"02/05/2006: A second roadside bomb exploded a few minutes after a minibus hit a roadside bomb, which killed five civilians Al-Mada'in, Iraq. In this attack, a policeman and five civilians were injured. The perpetrators were unknown.","Bombing/Explosion","Police",0,"2/5/2006"
200602050011,2006,2,5,"At Tamim","Kirkuk",35.46883,44.39098,"02/05/2006: Unidentified gunmen shot and killed two Iraqi policemen in Kirkuk, Iraq.","Armed Assault","Police",2,"2/5/2006"
200602050012,2006,2,5,"Baghdad","Baghdad",33.3,44.4,"02/05/2006: Unidentified gunmen shot and wounded two policemen in Baghdad, Iraq.","Armed Assault","Police",0,"2/5/2006"
200602050013,2006,2,5,"Babil","Hillah",32.483333,44.433333,"02/05/2006: Unidentified gunmen shot and killed engineer Karim Salaman in front of his home in Hilla, Iraq.","Armed Assault","Private Citizens & Property",1,"2/5/2006"
200602050014,2006,2,5,"Basra","Basra",30.5,47.816667,"02/05/2006: Unidentified gunmen shot and killed the deputy director of Basra's prisons, Walid Zamel, in Basra, Iraq.","Armed Assault","Police",1,"2/5/2006"
200602050016,2006,2,5,"Saladin","Samarra",34.192537,43.886423,"02/05/2006: Seven rockets were fired into Samarra, Iraq, killing one civilian and injuring at least 12 others.","Bombing/Explosion","Private Citizens & Property",1,"2/5/2006"
